"ZIP3","X_centroid","Y_centroid"
693,-102.9602737,42.2521362
700,-89.9758759,29.7541466
701,-89.9065628,30.0477333
703,-90.7968445,29.5722923
704,-90.2248993,30.5610237
705,-92.1555023,30.1670475
706,-93.2186661,30.3271351
707,-91.2204666,30.5606918
708,-91.1068802,30.4438534
710,-93.4055634,32.4508934
711,-93.7602158,32.4636917
712,-91.9541702,32.5704956
713,-91.8680038,31.4497795
714,-92.8666687,31.5590019
716,-91.7526169,33.6077042
717,-92.7834015,33.4869423
718,-93.8309326,33.6548157
719,-93.6166763,34.4067192
720,-91.909111,34.8878365
721,-92.0978317,34.8868561
722,-92.370018,34.704895
723,-90.5817184,35.0646362
724,-90.7491379,36.0382843
725,-91.8048859,36.0111389
726,-92.9510498,36.1345596
727,-94.0671844,36.1223488
728,-93.3356705,35.2770042
729,-94.0791779,35.2869873
730,-97.822876,35.2904816
731,-97.4998245,35.4440689
734,-97.1220932,34.1902962
735,-98.7872467,34.5201874
736,-99.3226624,35.5128899
737,-98.1850891,36.4125786
738,-99.5332031,36.5066147
739,-101.6668167,36.7489357
740,-96.1985397,36.3366814
741,-95.9479141,36.1396027
743,-95.0208282,36.5480843
744,-95.4481506,35.6306
745,-95.6613083,34.6447983
746,-97.034523,36.7092972
747,-95.3942337,34.0361862
748,-96.6628189,35.1700287
749,-94.6994171,35.1763306
750,-96.7244339,33.2293205
751,-96.3171234,32.4688683
752,-96.8064194,32.7946281
754,-95.6775284,33.3644066
755,-94.4493179,33.3031731
756,-94.5779877,32.4894524
757,-95.366188,32.2443542
758,-95.6690598,31.448534
759,-94.289505,31.2740574
760,-97.5372238,32.6010551
761,-97.380249,32.7685547
762,-97.4293442,33.5208397
763,-98.9540863,33.726326
764,-98.6330185,32.6137772
765,-97.6105652,31.1104946
766,-97.0557938,31.7163181
767,-97.1448898,31.567791
768,-99.3632126,31.1975193
769,-100.9362411,31.1154232
770,-95.4060211,29.7948666
772,-95.3435593,29.7223511
773,-95.2564392,30.4856281
774,-96.0263443,29.3970661
775,-94.987381,29.6575298
776,-94.1677399,30.1836376
777,-94.2293167,29.9963436
778,-96.3108749,30.6800022
779,-96.9791183,28.9021149
780,-98.9901123,28.5461121
781,-97.9261703,29.0949249
782,-98.5241394,29.4651165
783,-98.0506287,27.4967785
784,-97.4320145,27.7018204
785,-98.1212845,26.3951931
786,-98.1071243,30.2719669
787,-97.8063507,30.2868729
788,-100.5146942,29.5330391
789,-96.8804321,29.9229851
790,-101.63237,35.494751
791,-101.8920059,35.2949829
792,-100.5701141,34.2307854
793,-102.1993866,33.3860703
794,-101.8750839,33.5868797
795,-100.3396683,32.6789513
796,-99.7339783,32.4405479
797,-102.7062149,31.4984589
798,-104.2816162,30.6164742
799,-106.2187042,31.8228836
800,-104.895401,39.8103828
801,-104.4714127,39.5017548
802,-104.9521713,39.7680664
803,-105.3024445,40.0229301
804,-106.1857071,40.0296288
805,-105.4052734,40.5838928
806,-104.4829483,40.4105835
807,-103.0657196,40.3772736
808,-103.5350952,39.0673904
809,-104.6707382,38.779007
810,-103.5858307,37.7767258
811,-106.3776398,37.5839195
812,-106.3993454,38.4359055
813,-108.4440842,37.4957352
814,-107.9945068,38.432373
815,-108.7061844,38.9165039
816,-107.8582764,39.9941406
820,-105.3628311,41.5021286
821,-110.5185318,44.5747223
822,-104.6173706,42.4780121
823,-107.3848343,41.8567276
824,-108.5563583,44.2569809
825,-109.0030289,43.1261673
826,-106.4705353,43.150032
827,-105.044281,44.2315865
828,-106.7566147,44.6025124
829,-109.606308,41.8952827
830,-110.5412827,43.7181587
831,-110.5602646,42.3740196
832,-112.9308243,43.3345566
833,-114.1637344,42.8361588
834,-112.5873871,44.314476
835,-115.6339264,46.0618324
836,-116.0519714,43.6151657
837,-115.6979218,43.6664848
838,-116.4057541,47.7341118
840,-111.538147,40.4283714
841,-111.8091125,40.7046776
842,-112.0023346,41.2426262
843,-112.8327408,41.5400391
844,-112.1268768,41.229435
845,-110.0521164,38.4376183
846,-112.1022949,39.3354187
847,-112.4126053,38.0461502
850,-112.0944672,33.6501999
851,-111.4786758,32.9513664
852,-111.6367264,33.5985832
853,-113.4285278,33.363636
855,-110.1765137,33.4356346
856,-110.655777,32.0479431
857,-111.1957169,32.0120392
859,-109.8165741,34.2265968
860,-111.4502869,35.9406967
863,-112.2394485,34.7349625
864,-113.7866135,35.5986557
865,-109.5648346,35.9361
870,-106.857399,35.1172104
871,-106.6885223,35.1471443
873,-108.3106689,35.480732
874,-108.319046,36.5092773
875,-106.2224731,36.2957916
877,-104.6171951,36.1175652
878,-107.6880951,33.9743958
879,-107.1302948,33.1184273
880,-108.0165634,32.3543739
881,-103.7982864,34.2923851
882,-104.0444412,32.9388885
883,-105.5497742,33.228199
884,-103.8527222,35.6899376
890,-115.7989807,37.5455666
891,-115.4719162,36.1579475
893,-115.7039337,39.5502129
894,-118.5436783,40.2530975
895,-119.7671661,39.7516937
897,-119.7584457,39.1800232
898,-115.5360489,41.0654297
900,-118.3122711,34.0435066
902,-118.521698,33.9906044
903,-118.346489,33.9536858
904,-118.4832993,34.0235367
905,-118.3327713,33.8361092
906,-118.0334015,33.9315948
907,-118.3399734,33.4400215
908,-118.1666031,33.8055801
910,-118.1371384,34.2396317
911,-118.1261597,34.1514893
912,-118.2462921,34.1842651
913,-118.5722504,34.3726387
914,-118.4646683,34.178093
915,-118.3242645,34.1886368
916,-118.3889999,34.1715546
917,-117.7551651,34.09655
918,-118.1356964,34.0839615
919,-116.6222839,32.739502
920,-116.7246399,33.1596603
921,-117.1193695,32.8115463
922,-115.5645447,33.6627846
923,-116.2526169,35.2668762
924,-117.3038254,34.2291031
925,-116.9532013,33.6653099
926,-117.6846771,33.6159821
927,-117.8667526,33.7341576
928,-117.7069931,33.842144
930,-119.0938034,34.3815765
931,-119.8300247,34.5319405
932,-119.3148117,35.7732811
933,-119.0089798,35.3693123
934,-120.4429321,35.3489037
935,-118.0366669,36.1636581
936,-119.7899246,36.9188423
937,-119.8379288,36.7084351
939,-121.4370193,36.3109779
940,-122.2959213,37.40905
941,-122.4390869,37.7472076
943,-122.1455307,37.4276466
944,-122.3045654,37.5496292
945,-122.0117722,38.0456772
946,-122.2153854,37.7896042
947,-122.2704239,37.8790817
948,-122.3322754,37.9545631
949,-122.7142639,38.1297646
950,-121.4095688,36.8426476
951,-121.7781219,37.3257637
952,-120.848526,38.1302986
953,-120.4623489,37.6733704
954,-123.1340103,39.1290474
955,-123.7576523,40.911911
956,-121.1783905,38.6671982
957,-120.7730713,38.9406929
958,-121.4410095,38.5799713
959,-121.6571884,39.5199547
960,-122.1397476,40.9449272
961,-120.4021225,40.5451546
967,-156.4838867,19.8283501
968,-157.835144,21.3327866
969,145.1664581,14.6000996
970,-121.7212372,45.3590736
971,-123.4999466,45.5965309
972,-122.707077,45.5616302
973,-123.1250916,44.7005005
974,-123.3099213,43.4233055
975,-123.0239182,42.3999863
976,-120.7959976,42.6525269
977,-120.0497665,43.560173
978,-118.5652771,45.1372223
979,-117.6700745,43.2840729
980,-121.8469238,47.4257202
981,-122.3522491,47.5981026
982,-121.8399277,48.3195457
983,-122.9032135,47.422966
984,-122.5020599,47.1448402
985,-123.3912888,47.0630608
986,-122.1541443,46.0311775
988,-119.95047,47.9981422
989,-120.6401367,46.8003159
990,-117.5940094,47.5806656
991,-118.1479034,47.9262581
992,-117.408638,47.6806297
993,-118.8430786,46.3985519
994,-117.2090912,46.1995468
995,-153.7483978,60.8929939
996,-155.3435059,60.8964462
997,-154.4264832,66.3407516
998,-134.9399109,58.0511284
999,-131.770752,55.7140045
